timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784785185414,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-5,text,false,,875,0,10,10,null,0,0,0
1784785185182,240,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-6,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,240,0,0
1784785185423,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-6,text,false,,875,0,10,10,null,0,0,0
1784785185202,240,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-8,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,239,0,0
1784785185442,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-8,text,false,,875,0,10,10,null,0,0,0
1784785185212,265,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-2,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,264,0,0
1784785185478,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-2,text,false,,875,0,10,10,null,0,0,0
1784785185048,438,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,122026,144,10,10,https://practicetestautomation.com/practice-test-login/,370,0,0
1784785185044,504,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,122024,144,10,10,https://practicetestautomation.com/practice-test-login/,442,0,0
1784785185257,297,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-1,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,294,0,0
1784785185555,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-1,text,false,,875,0,10,10,null,0,0,0
1784785185072,485,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,121875,144,10,10,https://practicetestautomation.com/practice-test-login/,411,0,0
1784785185268,334,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,334,0,0
1784785185403,234,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-4,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,231,0,0
1784785185637,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-4,text,false,,875,0,10,10,null,0,0,0
1784785185423,286,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,284,0,0
1784785185416,302,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,302,0,0
1784785185443,312,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,307,0,0
1784785185485,271,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,32717,126,10,10,https://maven.apache.org/download.cgi,236,0,0
1784785185548,259,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,32798,126,10,10,https://maven.apache.org/download.cgi,219,0,0
1784785185558,269,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,32806,126,10,10,https://maven.apache.org/download.cgi,228,0,0
1784785185638,288,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,286,0,0
1784785185603,379,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,122026,144,10,10,https://practicetestautomation.com/practice-test-login/,340,0,0
1784785185709,295,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,292,0,0
1784785185756,257,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,26639,227,10,10,https://cucumber.io/docs/,106,0,0
1784785185756,106,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-10,,true,,739,113,10,10,https://cucumber.io/docs,106,0,0
1784785185862,151,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,25900,114,10,10,https://cucumber.io/docs/,123,0,0
1784785185756,305,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,302,0,0
1784785185808,254,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,26643,227,10,10,https://cucumber.io/docs/,108,0,0
1784785185719,343,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,334,0,0
1784785185808,108,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-9,,true,,745,113,10,10,https://cucumber.io/docs,108,0,0
1784785185917,145,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,25898,114,10,10,https://cucumber.io/docs/,139,0,0
1784785185478,642,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,344,0,0
1784785185556,586,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,311,0,0
1784785185827,332,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,26625,227,10,10,https://cucumber.io/docs/,138,0,0
1784785185827,138,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-7,,true,,729,113,10,10,https://cucumber.io/docs,138,0,0
1784785185965,194,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,25896,114,10,10,https://cucumber.io/docs/,175,0,0
1784785186013,213,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,18902,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,207,0,0
1784785185983,244,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,32797,126,10,10,https://maven.apache.org/download.cgi,208,0,0
1784785185927,302,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,301,0,0
1784785186063,226,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,18963,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,214,0,0
1784785186004,373,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,122032,144,10,10,https://practicetestautomation.com/practice-test-login/,343,0,0
1784785186160,222,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,18963,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,205,0,0
1784785186062,378,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,122028,144,10,10,https://practicetestautomation.com/practice-test-login/,324,0,0
1784785186143,306,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,305,0,0
1784785186063,390,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,122026,144,10,10,https://practicetestautomation.com/practice-test-login/,346,0,0
1784785186121,333,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,332,0,0
1784785186227,306,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,26633,227,10,10,https://cucumber.io/docs/,118,0,0
1784785186227,118,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-3,,true,,729,113,10,10,https://cucumber.io/docs,118,0,0
1784785186345,188,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,25904,114,10,10,https://cucumber.io/docs/,178,0,0
1784785186229,371,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,122030,144,10,10,https://practicetestautomation.com/practice-test-login/,331,0,0
1784785186227,375,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,138716,144,10,10,https://practicetestautomation.com/practice-test-table/,335,0,0
1784785186378,258,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,32813,126,10,10,https://maven.apache.org/download.cgi,229,0,0
1784785186440,264,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,32709,126,10,10,https://maven.apache.org/download.cgi,240,0,0
1784785186290,416,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,138708,144,10,10,https://practicetestautomation.com/practice-test-table/,353,0,0
1784785186453,267,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,32717,126,10,10,https://maven.apache.org/download.cgi,240,0,0
1784785186533,209,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,18894,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,203,0,0
1784785186382,441,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,138565,144,10,10,https://practicetestautomation.com/practice-test-table/,376,0,0
1784785186454,393,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,122022,144,10,10,https://practicetestautomation.com/practice-test-login/,333,0,0
1784785186600,259,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,32805,126,10,10,https://maven.apache.org/download.cgi,231,0,0
1784785186450,416,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,121869,144,10,10,https://practicetestautomation.com/practice-test-login/,364,0,0
1784785186636,270,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,26633,227,10,10,https://cucumber.io/docs/,129,0,0
1784785186636,129,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-6,,true,,735,113,10,10,https://cucumber.io/docs,129,0,0
1784785186766,140,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,25898,114,10,10,https://cucumber.io/docs/,133,0,0
1784785186721,294,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,26639,227,10,10,https://cucumber.io/docs/,145,0,0
1784785186721,145,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-5,,true,,731,113,10,10,https://cucumber.io/docs,145,0,0
1784785186866,149,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,25908,114,10,10,https://cucumber.io/docs/,135,0,0
1784785186705,316,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,26631,227,10,10,https://cucumber.io/docs/,156,0,0
1784785186705,156,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-8,,true,,733,113,10,10,https://cucumber.io/docs,156,0,0
1784785186862,159,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,25898,114,10,10,https://cucumber.io/docs/,148,0,0
1784785186866,238,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,32717,126,10,10,https://maven.apache.org/download.cgi,222,0,0
1784785186848,263,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,32791,126,10,10,https://maven.apache.org/download.cgi,229,0,0
1784785186743,379,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,138714,144,10,10,https://practicetestautomation.com/practice-test-table/,331,0,0
1784785186907,220,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,18956,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,205,0,0
1784785186859,299,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,26639,227,10,10,https://cucumber.io/docs/,137,0,0
1784785186859,137,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-4,,true,,733,113,10,10,https://cucumber.io/docs,137,0,0
1784785186996,162,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,25906,114,10,10,https://cucumber.io/docs/,147,0,0
1784785186603,613,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,578,0,0
1784785187015,225,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,18902,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,202,0,0
1784785187022,230,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,18902,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,218,0,0
1784785186707,568,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,567,0,0
1784785187105,270,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,26623,227,10,10,https://cucumber.io/docs/,117,0,0
1784785187105,117,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-1,,true,,727,113,10,10,https://cucumber.io/docs,117,0,0
1784785187223,152,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,25896,114,10,10,https://cucumber.io/docs/,137,0,0
1784785187158,219,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,18902,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,210,0,0
1784785187217,218,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-10,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,218,0,0
1784785186823,612,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,608,0,0
1784785187435,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-10,text,false,,875,0,10,10,null,0,0,0
1784785187112,343,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,26630,227,10,10,https://cucumber.io/docs/,162,0,0
1784785187112,162,HTTP Request-0,308,Permanent Redirect,Non-GUI TestCases Using CSV Files 1-2,,true,,734,113,10,10,https://cucumber.io/docs,162,0,0
1784785187274,181,HTTP Request-1,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,25896,114,10,10,https://cucumber.io/docs/,165,0,0
1784785187127,378,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,138726,144,10,10,https://practicetestautomation.com/practice-test-table/,343,0,0
1784785187276,231,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-9,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,231,0,0
1784785187508,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-9,text,false,,875,0,10,10,null,0,0,0
1784785187375,233,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,18902,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,220,0,0
1784785187252,376,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,138712,144,10,10,https://practicetestautomation.com/practice-test-table/,324,0,0
1784785187241,390,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,138716,144,10,10,https://practicetestautomation.com/practice-test-table/,334,0,0
1784785187435,230,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-7,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,229,0,0
1784785187665,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-7,text,false,,875,0,10,10,null,0,0,0
1784785187122,572,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,568,0,0
1784785187377,369,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,138712,144,10,10,https://practicetestautomation.com/practice-test-table/,329,0,0
1784785187694,237,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-3,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,233,0,0
1784785187931,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-3,text,false,,875,0,10,10,null,0,0,0
1784785187455,566,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,18922,134,10,10,https://jmeter.apache.org/download_jmeter.cgi,550,0,0
1784785187435,592,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,298,0,0
1784785187608,433,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,138561,144,10,10,https://practicetestautomation.com/practice-test-table/,376,0,0
1784785187505,569,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-6,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,568,0,0
1784785187508,582,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,294,0,0
1784785187629,566,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-8,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,563,0,0
1784785187631,587,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-5,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,586,0,0
1784785187666,603,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,303,0,0
1784785188075,223,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-6,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,222,0,0
1784785188298,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-6,text,false,,875,0,10,10,null,0,0,0
1784785187746,588,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-4,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,587,0,0
1784785188028,312,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,312,0,0
1784785188090,295,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,294,0,0
1784785188021,373,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-2,text,true,,138714,144,10,10,https://practicetestautomation.com/practice-test-table/,323,0,0
1784785188196,236,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-8,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,236,0,0
1784785188432,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-8,text,false,,875,0,10,10,null,0,0,0
1784785188219,242,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-5,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,242,0,0
1784785188461,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-5,text,false,,875,0,10,10,null,0,0,0
1784785187932,616,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-3,text,true,,31595,142,10,10,https://www.easycalculation.com/charts-and-tables.php,593,0,0
1784785188335,218,HTTP Request,200,,Non-GUI TestCases Using CSV Files 1-4,text,true,,4824,173,10,10,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,215,0,0
1784785188553,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Non-GUI TestCases Using CSV Files 1-4,text,false,,875,0,10,10,null,0,0,0
1784785188270,321,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-7,text,true,,23161,139,10,10,https://www.easycalculation.com/formulas/index.php,321,0,0
1784785188041,596,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-1,text,true,,27408,144,10,10,https://www.easycalculation.com/calculator-download.php,592,0,0
1784785188341,384,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-10,text,true,,122022,144,10,10,https://practicetestautomation.com/practice-test-login/,336,0,0
1784785188385,408,HTTP Request,200,OK,Non-GUI TestCases Using CSV Files 1-9,text,true,,122036,144,10,10,https://practicetestautomation.com/practice-test-login/,355,0,0
